Survey,Season,Year,Tow_Number,Region,Stratum,Grid,Date,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Starting_Depth(m),End_Depth(m),Mean_Depth(m),Bottom_Water_Temperature(C⁰),Surface_Water_Temperature(C⁰),trawl_id,species,trawl_count,trawl_weight,trawl_count_rel,trawl_weight_rel,bottom_metaprobe_rel_reads,slush_rel_reads,top_metaprobe_rel_reads,best_rel_reads
SP23,Spring,2023,SP_23018,2,4,707,2023-05-08T00:00:00Z,43.48,69.92,43.47,69.93,127.65,123.26,125.455,8.2,5.8,SP23018,Merluccius bilinearis,925,86.46,0.7892491468,0.689012145,0.2878816911,0,0.7737941393,0.2878816911
SP23,Spring,2023,SP_23018,2,4,707,2023-05-08T00:00:00Z,43.48,69.92,43.47,69.93,127.65,123.26,125.455,8.2,5.8,SP23018,Myoxocephalus octodecemspinosus,1,0.27,8.53E-04,0.002151668739,0,0,0,0
SP23,Spring,2023,SP_23018,2,4,707,2023-05-08T00:00:00Z,43.48,69.92,43.47,69.93,127.65,123.26,125.455,8.2,5.8,SP23018,Pleuronectes ferruginea,2,0.47,0.001706484642,0.003745497434,0,0,0,0
SP23,Spring,2023,SP_23018,2,4,707,2023-05-08T00:00:00Z,43.48,69.92,43.47,69.93,127.65,123.26,125.455,8.2,5.8,SP23018,Pseudopleuronectes americanus,4,0.82,0.003412969283,0.006534697651,0,0,0,0
SP23,Spring,2023,SP_23018,2,4,707,2023-05-08T00:00:00Z,43.48,69.92,43.47,69.93,127.65,123.26,125.455,8.2,5.8,SP23018,Sebastes fasciatus,56,3.9,0.04778156997,0.03107965956,0,0,0,0
SP23,Spring,2023,SP_23018,2,4,707,2023-05-08T00:00:00Z,43.48,69.92,43.47,69.93,127.65,123.26,125.455,8.2,5.8,SP23018,Urophycis chuss,79,10.89,0.06740614334,0.08678397246,0,0,0.08611495549,0
SP23,Spring,2023,SP_23018,2,4,707,2023-05-08T00:00:00Z,43.48,69.92,43.47,69.93,127.65,123.26,125.455,8.2,5.8,SP23018,Urophycis tenuis,8,1.58,0.006825938567,0.01259124669,0,0,0.04207133116,0
SP23,Spring,2023,SP_23019,2,4,736,2023-05-08T00:00:00Z,43.46,69.83,43.45,69.84,146.3,137.4,141.85,7.6,6.1,SP23019,Alosa aestivalis,3,0.142,0.001618122977,9.36E-04,0,0,0,0
SP23,Spring,2023,SP_23019,2,4,736,2023-05-08T00:00:00Z,43.46,69.83,43.45,69.84,146.3,137.4,141.85,7.6,6.1,SP23019,Alosa pseudoharengus,3,0.62,0.001618122977,0.004085774913,0,0,0,0
SP23,Spring,2023,SP_23019,2,4,736,2023-05-08T00:00:00Z,43.46,69.83,43.45,69.84,146.3,137.4,141.85,7.6,6.1,SP23019,Alosa sapidissima,2,0.168,0.001078748652,0.001107113202,0,0,0,0
SP23,Spring,2023,SP_23019,2,4,736,2023-05-08T00:00:00Z,43.46,69.83,43.45,69.84,146.3,137.4,141.85,7.6,6.1,SP23019,Enchelyopus cimbrius,1,0.05,5.39E-04,3.29E-04,0,0,0,0
SP23,Spring,2023,SP_23019,2,4,736,2023-05-08T00:00:00Z,43.46,69.83,43.45,69.84,146.3,137.4,141.85,7.6,6.1,SP23019,Glyptocephalus cynoglossus,17,2.07,0.009169363538,0.01364121624,0,0,0,0
SP23,Spring,2023,SP_23019,2,4,736,2023-05-08T00:00:00Z,43.46,69.83,43.45,69.84,146.3,137.4,141.85,7.6,6.1,SP23019,Hippoglossina oblonga,1,0.062,5.39E-04,4.09E-04,0,0,0,0
SP23,Spring,2023,SP_23019,2,4,736,2023-05-08T00:00:00Z,43.46,69.83,43.45,69.84,146.3,137.4,141.85,7.6,6.1,SP23019,Hippoglossoides platessoides,25,10.68,0.01348435814,0.07038076786,0,0,0,0
SP23,Spring,2023,SP_23019,2,4,736,2023-05-08T00:00:00Z,43.46,69.83,43.45,69.84,146.3,137.4,141.85,7.6,6.1,SP23019,Lophius americanus,4,1.37,0.002157497303,0.009028244567,0,0,0,0
SP23,Spring,2023,SP_23019,2,4,736,2023-05-08T00:00:00Z,43.46,69.83,43.45,69.84,146.3,137.4,141.85,7.6,6.1,SP23019,Melanogrammus aeglefinus,4,1.01,0.002157497303,0.006655859133,0,0,0,0
SP23,Spring,2023,SP_23019,2,4,736,2023-05-08T00:00:00Z,43.46,69.83,43.45,69.84,146.3,137.4,141.85,7.6,6.1,SP23019,Merluccius bilinearis,1501,100.06,0.809600863,0.6593913513,0.6089961075,0,0.5323660714,0.405997405
SP23,Spring,2023,SP_23019,2,4,736,2023-05-08T00:00:00Z,43.46,69.83,43.45,69.84,146.3,137.4,141.85,7.6,6.1,SP23019,Pollachius pollachius,1,0.254,5.39E-04,0.001673849723,0,0,0,0
SP23,Spring,2023,SP_23019,2,4,736,2023-05-08T00:00:00Z,43.46,69.83,43.45,69.84,146.3,137.4,141.85,7.6,6.1,SP23019,Sebastes fasciatus,162,10.01,0.08737864078,0.06596549497,0,0,0,0
SP23,Spring,2023,SP_23019,2,4,736,2023-05-08T00:00:00Z,43.46,69.83,43.45,69.84,146.3,137.4,141.85,7.6,6.1,SP23019,Urophycis chuss,117,22.412,0.06310679612,0.1476941732,0,0,0,0
SP23,Spring,2023,SP_23019,2,4,736,2023-05-08T00:00:00Z,43.46,69.83,43.45,69.84,146.3,137.4,141.85,7.6,6.1,SP23019,Urophycis tenuis,13,2.838,0.007011866235,0.01870230517,0,0,0,0
SP23,Spring,2023,SP_23020,2,4,733,2023-05-08T00:00:00Z,43.45,69.89,43.44,69.91,147.4,156,151.7,6.3,9.1,SP23020,Alosa pseudoharengus,1,0.054,2.97E-04,1.86E-04,0,0,0,0
SP23,Spring,2023,SP_23020,2,4,733,2023-05-08T00:00:00Z,43.45,69.89,43.44,69.91,147.4,156,151.7,6.3,9.1,SP23020,Amblyraja radiata,2,8.11,5.94E-04,0.02799718302,0,0,0,0
SP23,Spring,2023,SP_23020,2,4,733,2023-05-08T00:00:00Z,43.45,69.89,43.44,69.91,147.4,156,151.7,6.3,9.1,SP23020,Enchelyopus cimbrius,3,0.198,8.92E-04,6.84E-04,0,0,0,0
SP23,Spring,2023,SP_23020,2,4,733,2023-05-08T00:00:00Z,43.45,69.89,43.44,69.91,147.4,156,151.7,6.3,9.1,SP23020,Gadus morhua,2,5.44,5.94E-04,0.01877986136,0,0,0,0
SP23,Spring,2023,SP_23020,2,4,733,2023-05-08T00:00:00Z,43.45,69.89,43.44,69.91,147.4,156,151.7,6.3,9.1,SP23020,Glyptocephalus cynoglossus,47,5.26,0.01396731055,0.01815846889,0.01777623728,0,0,0
SP23,Spring,2023,SP_23020,2,4,733,2023-05-08T00:00:00Z,43.45,69.89,43.44,69.91,147.4,156,151.7,6.3,9.1,SP23020,Hippoglossina oblonga,1,0.02,2.97E-04,6.90E-05,0,0,0,0
SP23,Spring,2023,SP_23020,2,4,733,2023-05-08T00:00:00Z,43.45,69.89,43.44,69.91,147.4,156,151.7,6.3,9.1,SP23020,Hippoglossoides platessoides,24,7.98,0.007132243685,0.02754839957,0.2356046455,0,0,0
SP23,Spring,2023,SP_23020,2,4,733,2023-05-08T00:00:00Z,43.45,69.89,43.44,69.91,147.4,156,151.7,6.3,9.1,SP23020,Lophius americanus,3,0.76,8.92E-04,0.002623657102,0,0,0,0
SP23,Spring,2023,SP_23020,2,4,733,2023-05-08T00:00:00Z,43.45,69.89,43.44,69.91,147.4,156,151.7,6.3,9.1,SP23020,Melanogrammus aeglefinus,56,38.73,0.01664190193,0.1337029468,0.06451932361,0,0,0
SP23,Spring,2023,SP_23020,2,4,733,2023-05-08T00:00:00Z,43.45,69.89,43.44,69.91,147.4,156,151.7,6.3,9.1,SP23020,Merluccius bilinearis,3020,186.69,0.897473997,0.6444875583,0.4163939382,0,0.874645939,0.2915486463
SP23,Spring,2023,SP_23020,2,4,733,2023-05-08T00:00:00Z,43.45,69.89,43.44,69.91,147.4,156,151.7,6.3,9.1,SP23020,Pleuronectes ferruginea,3,0.55,8.92E-04,0.001898699218,0,0,0,0
SP23,Spring,2023,SP_23020,2,4,733,2023-05-08T00:00:00Z,43.45,69.89,43.44,69.91,147.4,156,151.7,6.3,9.1,SP23020,Pollachius pollachius,1,0.25,2.97E-04,8.63E-04,0,0,0,0
SP23,Spring,2023,SP_23020,2,4,733,2023-05-08T00:00:00Z,43.45,69.89,43.44,69.91,147.4,156,151.7,6.3,9.1,SP23020,Sebastes fasciatus,9,0.63,0.002674591382,0.00217487365,0,0,0,0
SP23,Spring,2023,SP_23020,2,4,733,2023-05-08T00:00:00Z,43.45,69.89,43.44,69.91,147.4,156,151.7,6.3,9.1,SP23020,Squalus acanthias,1,1.77,2.97E-04,0.006110359303,0,0,0,0
SP23,Spring,2023,SP_23020,2,4,733,2023-05-08T00:00:00Z,43.45,69.89,43.44,69.91,147.4,156,151.7,6.3,9.1,SP23020,Urophycis chuss,167,28.02,0.04962852897,0.09673009473,0.2415424119,0,0,0
SP23,Spring,2023,SP_23020,2,4,733,2023-05-08T00:00:00Z,43.45,69.89,43.44,69.91,147.4,156,151.7,6.3,9.1,SP23020,Urophycis tenuis,25,5.21,0.007429420505,0.01798585987,0.08764328687,0,0,0
SP23,Spring,2023,SP_23088,5,4,681,2023-05-30T00:00:00Z,44.22,67.74,44.23,67.73,116.13,108.26,112.195,7.3,8.1,SP23088,Alosa aestivalis,1,0.02,2.03E-04,4.94E-05,0,0,0,0
SP23,Spring,2023,SP_23088,5,4,681,2023-05-30T00:00:00Z,44.22,67.74,44.23,67.73,116.13,108.26,112.195,7.3,8.1,SP23088,Alosa pseudoharengus,42,4.22,0.008526187576,0.01041820965,0.06740762062,0,0,0.06740762062
SP23,Spring,2023,SP_23088,5,4,681,2023-05-30T00:00:00Z,44.22,67.74,44.23,67.73,116.13,108.26,112.195,7.3,8.1,SP23088,Alosa sapidissima,1,0.06,2.03E-04,1.48E-04,0,0,0,0
SP23,Spring,2023,SP_23088,5,4,681,2023-05-30T00:00:00Z,44.22,67.74,44.23,67.73,116.13,108.26,112.195,7.3,8.1,SP23088,Cyclopterus lumpus,1,0.44,2.03E-04,0.001086258826,0,0,0,0
SP23,Spring,2023,SP_23088,5,4,681,2023-05-30T00:00:00Z,44.22,67.74,44.23,67.73,116.13,108.26,112.195,7.3,8.1,SP23088,Glyptocephalus cynoglossus,2,0.01,4.06E-04,2.47E-05,0.01402047261,0,0,0.004673490871
SP23,Spring,2023,SP_23088,5,4,681,2023-05-30T00:00:00Z,44.22,67.74,44.23,67.73,116.13,108.26,112.195,7.3,8.1,SP23088,Hippoglossina oblonga,1,0.07,2.03E-04,1.73E-04,0,0,0,0
SP23,Spring,2023,SP_23088,5,4,681,2023-05-30T00:00:00Z,44.22,67.74,44.23,67.73,116.13,108.26,112.195,7.3,8.1,SP23088,Hippoglossoides platessoides,2,0.39,4.06E-04,9.63E-04,0,0,0,0
SP23,Spring,2023,SP_23088,5,4,681,2023-05-30T00:00:00Z,44.22,67.74,44.23,67.73,116.13,108.26,112.195,7.3,8.1,SP23088,Melanogrammus aeglefinus,1,0.12,2.03E-04,2.96E-04,0,0,0.1633830479,0
SP23,Spring,2023,SP_23088,5,4,681,2023-05-30T00:00:00Z,44.22,67.74,44.23,67.73,116.13,108.26,112.195,7.3,8.1,SP23088,Merluccius bilinearis,4799,388.31,0.9742184328,0.9586481015,0.6240494672,0,0.3667525931,0.6240494672
SP23,Spring,2023,SP_23088,5,4,681,2023-05-30T00:00:00Z,44.22,67.74,44.23,67.73,116.13,108.26,112.195,7.3,8.1,SP23088,Peprilus triacanthus,1,0.06,2.03E-04,1.48E-04,0,0,0.02811023139,0
SP23,Spring,2023,SP_23088,5,4,681,2023-05-30T00:00:00Z,44.22,67.74,44.23,67.73,116.13,108.26,112.195,7.3,8.1,SP23088,Pseudopleuronectes americanus,47,9.64,0.009541209907,0.02379894337,0.1469816583,0,0.022831891,0.1469816583
SP23,Spring,2023,SP_23088,5,4,681,2023-05-30T00:00:00Z,44.22,67.74,44.23,67.73,116.13,108.26,112.195,7.3,8.1,SP23088,Urophycis chuss,21,0.64,0.004263093788,0.001580012838,0.08022024297,0,0,0.08022024297
SP23,Spring,2023,SP_23088,5,4,681,2023-05-30T00:00:00Z,44.22,67.74,44.23,67.73,116.13,108.26,112.195,7.3,8.1,SP23088,Urophycis tenuis,7,1.08,0.001421031263,0.002666271663,0.01606228901,0,0,0.005354096337
SP23,Spring,2023,SP_23094,5,3,370,2023-06-01T00:00:00Z,44.42,67.44,44.41,67.46,81.33,83.76,82.545,7,7.9,SP23094,Alosa aestivalis,1,0.02,0.001597444089,3.74E-04,0.01143050232,0,0,0.01143050232
SP23,Spring,2023,SP_23094,5,3,370,2023-06-01T00:00:00Z,44.42,67.44,44.41,67.46,81.33,83.76,82.545,7,7.9,SP23094,Alosa pseudoharengus,22,0.45,0.03514376997,0.008406501027,0.14286999,0,0.07158578836,0.14286999
SP23,Spring,2023,SP_23094,5,3,370,2023-06-01T00:00:00Z,44.42,67.44,44.41,67.46,81.33,83.76,82.545,7,7.9,SP23094,Alosa sapidissima,2,0.08,0.003194888179,0.001494489072,7.18E-04,0,0,4.78E-04
SP23,Spring,2023,SP_23094,5,3,370,2023-06-01T00:00:00Z,44.42,67.44,44.41,67.46,81.33,83.76,82.545,7,7.9,SP23094,Glyptocephalus cynoglossus,1,0.01,0.001597444089,1.87E-04,0.007023542764,0,0.03391388599,0.007023542764
SP23,Spring,2023,SP_23094,5,3,370,2023-06-01T00:00:00Z,44.42,67.44,44.41,67.46,81.33,83.76,82.545,7,7.9,SP23094,Hippoglossoides platessoides,1,0.06,0.001597444089,0.001120866804,7.65E-04,0,0.0134180791,7.65E-04
